id,word,stress,num_syllables,lemma
911,звенел,2,2,звенеть
912,художественное,2,6,художественный
913,динамике,2,4,динамика
914,ялта,1,2,ялта
915,удерживает,2,5,удерживать
916,претендует,3,4,претендовать
917,чувствительных,2,4,чувствительный
918,папирос,3,3,папироса
919,спалить,2,2,спалить
920,отбирать,3,3,отбирать
921,брился,1,2,бриться
922,милицейский,3,4,милицейский
923,влюбиться,2,3,влюбляться
924,солнышку,1,3,солнышко
925,партнерских,2,3,партнерский
926,лапки,1,2,лапка
927,неосторожное,4,6,неосторожный
928,вольную,1,3,вольная
929,взрыве,1,2,взрыв
930,завершать,3,3,завершать
931,случаем,1,3,случай
932,сказались,2,3,сказываться
933,похищенные,2,5,похищать
934,посвящены,4,4,посвящать
935,переливаясь,4,5,переливаться
936,бахчисарайский,4,5,бахчисарайский
937,чуме,2,2,чума
938,геометрической,4,6,геометрический
939,хозяйственной,2,4,хозяйственный
940,оформляли,3,4,оформлять
941,уничтожу,3,4,уничтожать
942,стеклопластик,3,4,стеклопластик
943,перестраивать,3,5,перестраивать
944,пятачке,3,3,пятачок
945,прогрессивный,3,4,прогрессивный
946,пружины,2,3,пружина
947,чисткой,1,2,чистка
948,обидные,2,4,обидный
949,божью,1,2,божий
950,татарин,2,3,татарин
951,уперлась,2,3,упираться
952,псориаза,3,4,псориаз
953,непонятные,3,5,непонятный
954,звенела,2,3,звенеть
955,сирин,1,2,сирин
956,санитарного,3,5,санитарный
957,виджет,1,2,виджет
958,пекин,2,2,пекин
959,прибыльный,1,3,прибыльный
960,приподнимается,4,6,приподниматься
961,потянула,3,4,потянуть
962,арматуры,3,4,арматура
963,эвелин,3,3,эвелин
964,подъездов,2,3,подъезд
965,добьюсь,2,2,добиваться
966,гаи,1,2,гаи
967,отека,2,3,отек
968,обнаруживать,3,5,обнаруживать
969,гадость,1,2,гадость
970,раздумья,2,3,раздумье
971,фиаско,2,3,фиаско
972,подарят,2,3,подарить
973,сотворен,3,3,сотворить
974,нефтяники,2,4,нефтяник
975,поступив,3,3,поступать
976,превышение,3,5,превышение
977,предвидения,2,5,предвидение
978,выказывая,2,5,выказывать
979,распространилась,4,5,распространяться
980,готовящихся,2,5,готовиться
981,устойчиво,2,4,устойчиво
982,гербер,2,2,гербера
983,рубец,2,2,рубец
984,тайком,2,2,тайком
985,темах,1,2,тема
986,всплеснул,2,2,всплескивать
987,ложится,2,3,ложиться
988,таджики,2,3,таджик
989,горбуша,2,3,горбуша
990,решаем,2,3,решать
991,сознательную,2,5,сознательный
992,публикацию,3,5,публикация
993,городами,3,4,город
994,экстрактом,2,3,экстракт
995,любительское,2,5,любительский
996,карамзина,4,4,карамзин
997,наполненное,2,5,наполнять
998,перечислении,4,6,перечисление
999,соврала,3,3,соврать
1000,тренировками,3,5,тренировка
1001,профиле,1,3,профиль
1002,звала,2,2,звать
1003,окружающими,3,6,окружающий
1004,трансплантации,3,5,трансплантация
1005,смотрелся,2,3,смотреться
1006,радиочасы,5,5,радиочасы
1007,съемки,1,2,съемка
1008,платки,2,2,платок
1009,посидеть,3,3,посидеть
1010,защищался,3,4,защищаться
1011,редька,1,2,редька
1012,перевыпуск,3,4,перевыпуск
1013,решительность,2,4,решительность
1014,изолента,3,4,изолента
1015,материнское,3,5,материнский
1016,спятил,1,2,спятить
1017,подтопления,3,5,подтопление
1018,целевого,3,4,целевой
1019,отсчёт,2,2,отсчет
1020,измерительная,3,6,измерительный
1021,гулливер,3,3,гулливер
1022,незаконных,3,4,незаконный
